Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$
2018,11,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,207,2570.12
2019,11,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,232,3065.5
2020,11,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,156,2209.46
2021,11,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,347,5011.64
2022,11,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,461,6677.73
2023,11,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,275,4451.95
2016,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,490,5385.4
2017,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,229,2554.02
2018,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,185,2304.62
2019,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,336,4439.97
2020,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,223,3212.45
2021,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,335,4832.77
2022,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,470,6808.7
2023,12,HOSPITAL VETERINÁRIO G. TORTO,136981,RV1WJB390106,0,0,205,3285.75
2023,1,INFRA UNB CESPE 01,4788089,A14B947243,0,0,0,0.0
2024,2,INFRA UNB CESPE 01,4788079,A14B947243,0,0,169,5371.98
2023,2,INFRA UNB CESPE 01,4788089,A14B947243,0,0,0,0.0
2024,3,INFRA UNB CESPE 01,4788079,A14B947243,0,0,183,5838.46
2023,3,INFRA UNB CESPE 01,4788089,A14B947243,0,0,0,0.0
2024,4,INFRA UNB CESPE 01,4788079,A14B947243,0,0,152,4884.78
2023,4,INFRA UNB CESPE 01,4788089,A14B947243,0,0,0,0.0
2024,5,INFRA UNB CESPE 01,4788079,A14B947243,0,0,178,5705.52
2023,5,INFRA UNB CESPE 01,4788089,A14B947243,0,0,27,672.86
2024,6,INFRA UNB CESPE 01,4788079,A14B947243,0,0,160,5574.42
2023,6,INFRA UNB CESPE 01,4788089,A14B947243,0,0,308,4455.06
2024,7,INFRA UNB CESPE 01,4788079,A14B947243,0,0,267,9492.76
2023,7,INFRA UNB CESPE 01,4788089,A14B947243,0,0,103,3020.92
2023,8,INFRA UNB CESPE 01,4788089,A14B947243,0,0,115,3443.76
2023,9,INFRA UNB CESPE 01,4788089,A14B947243,0,0,0,7304.54
2023,10,INFRA UNB CESPE 01,4788089,A14B947243,0,0,308,10003.46
2023,11,INFRA UNB CESPE 01,4788089,A14B947243,0,0,218,7004.66
2023,12,INFRA UNB CESPE 01,4788089,A14B947243,0,0,258,8337.46
2008,1,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,146,804.06
2009,1,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,117,1354.46
2010,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,472,5963.08
2011,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,640,8446.8
2012,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,637,9014.68
2013,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,402,6305.08
2014,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,213,3625.02
2015,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,213,3625.02
2016,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,207,4402.16
2017,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,347,9056.52
2018,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,218,5295.52
2019,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,281,7061.36
2020,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,261,6835.44
2021,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,241,6963.82
2022,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,8,160.28
2023,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,284,8170.9
2024,1,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,248,8004.26
2008,2,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,125,685.2
2009,2,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,98,1126.84
2010,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,472,5963.08
2011,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,595,8028.76
2012,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,740,10646.06
2013,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,508,8066.49
2014,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,262,4474.68
2015,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,262,4474.68
2016,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,227,4956.14
2017,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,236,6126.12
2018,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,222,5394.48
2019,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,280,6829.4
2020,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,215,5563.2
2021,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,221,6365.02
2022,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,247,7066.02
2023,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,257,7905.8
2024,2,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,201,6438.22
2008,3,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,118,649.02
2009,3,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,114,1318.52
2010,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,650,8639.23
2011,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,583,7724.62
2012,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,760,10918.06
2013,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,471,7606.07
2014,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,331,5697.42
2015,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,331,5697.42
2016,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,489,10777.78
2017,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,229,5941.32
2018,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,242,5889.28
2019,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,199,4938.12
2020,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,171,4403.36
2021,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,243,7042.08
2022,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,247,7066.02
2023,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,141,4226.28
2024,3,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,195,6238.3
2007,4,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,49,0.0
2008,4,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,50,275.9
2009,4,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,228,2854.52
2010,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,742,9801.36
2011,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,484,6835.96
2012,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,1674,26453.56
2013,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,424,7406.7
2014,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,442,8156.64
2015,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,442,8156.64
2016,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,380,8355.8
2017,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,410,10719.72
2018,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,375,9179.7
2019,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,287,7013.86
2020,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,136,3480.76
2021,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,239,6918.64
2022,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,282,8099.92
2023,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,170,5146.16
2024,4,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,196,6495.36
2007,5,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,420,83.98
2008,5,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,79,499.61
2009,5,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,229,2867.26
2010,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,581,7663.28
2011,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,753,10666.52
2012,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,1606,25376.44
2013,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,497,8549.58
2014,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,405,7467.7
2015,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,405,7467.7
2016,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,374,8222.48
2017,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,356,9294.12
2018,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,305,7447.9
2019,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,391,9861.88
2020,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,53,1305.96
2021,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,195,5605.12
2022,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,159,4466.5
2023,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,484,15106.24
2024,5,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,301,9828.48
2007,6,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,1495,8439.4
2008,6,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,203,1192.37
2009,6,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,319,4013.86
2010,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,613,8359.03
2011,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,752,10652.28
2012,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,732,11532.28
2013,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,532,9156.48
2014,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,493,9106.26
2015,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,493,9106.26
2016,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,393,8691.42
2017,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,451,10747.24
2018,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,317,7744.78
2019,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,333,8869.62
2020,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,37,871.0
2021,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,227,6537.68
2022,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,172,4850.52
2023,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,340,10538.56
2024,6,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,232,8211.06
2007,7,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,228,1268.18
2008,7,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,127,737.13
2010,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,746,9854.48
2011,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,954,13528.76
2012,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,875,13797.4
2013,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,518,0,0.0
2014,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,296,5438.12
2015,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,296,5438.12
2016,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,371,8809.2
2017,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,441,10812.54
2018,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,265,6458.3
2019,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,301,7830.16
2020,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,62,1604.56
2021,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,264,7568.2
2022,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,282,8099.92
2023,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,446,13900.88
2024,7,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,311,11104.04
2007,8,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,282,1573.82
2008,8,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,103,593.37
2010,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,681,9089.82
2011,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,612,8658.68
2012,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,823,13113.3
2013,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,455,7938.94
2014,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,492,9087.64
2015,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,492,9087.64
2016,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,385,9145.2
2017,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,327,7992.18
2018,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,196,4751.24
2019,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,277,7197.52
2020,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,123,3430.9
2021,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,280,8058.1
2022,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,352,10167.72
2023,8,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,427,13339.78
2007,9,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,218,1211.58
2008,9,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,156,1821.68
2010,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,767,10133.36
2011,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,687,9726.68
2012,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,823,13113.3
2013,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,332,6145.58
2014,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,597,11042.74
2015,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,597,11042.74
2016,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,415,9865.2
2017,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,402,9847.68
2018,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,277,6755.18
2019,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,261,6775.76
2020,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,110,3041.68
2021,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,360,10404.04
2022,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,398,11496.28
2023,9,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,243,7837.66
2007,10,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,168,928.58
2008,10,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,421,2498.19
2010,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,627,7650.0
2011,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,801,11447.3
2012,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,717,11294.68
2013,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,474,8150.6
2014,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,607,11228.94
2015,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,607,11228.94
2016,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,448,10657.2
2017,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,377,9229.18
2018,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,314,7670.56
2019,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,154,3955.24
2020,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,78,2083.6
2021,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,382,11057.35
2022,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,406,11731.96
2023,10,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,293,9503.66
2007,11,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,101,549.36
2008,11,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,185,2169.1
2010,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,845,11169.2
2011,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,755,10809.47
2012,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,591,9298.84
2014,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,558,10316.56
2015,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,558,10316.56
2016,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,397,9433.2
2017,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,274,6680.96
2018,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,262,6384.08
2019,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,173,4456.08
2020,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,89,2412.94
2021,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,276,7922.68
2022,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,217,6167.81
2023,11,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,277,8970.54
2007,12,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,102,555.02
2008,12,INST. DE QUÍMICA UNB,4973534,C06N002634,2041,2259,207,2432.66
2011,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,760,10874.29
2014,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,373,6871.86
2015,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,373,6871.86
2016,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,453,11854.92
2017,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,333,8140.62
2018,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,345,8534.24
2019,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,315,8209.64
2020,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,121,3371.02
2021,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,270,7745.44
2022,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,326,9375.16
2023,12,INST. DE QUÍMICA UNB,4973534,C06N002634,0,0,266,8604.02
2007,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,66.6
2008,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2009,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,77.2
2011,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2012,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2015,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,105.0
2016,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,131.2
2017,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2018,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,1,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,66.6
2008,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2009,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,77.2
2011,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,81.68
2012,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,87.51
2015,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,105.0
2016,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,134.4
2017,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2018,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,2,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,66.8
2008,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,69.0
2009,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,81.17
2011,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.8
2012,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,87.47
2015,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,105.6
2017,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2018,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,3,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2009,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,77.2
2010,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2011,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2012,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2017,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,145.2
2018,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,4,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2009,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,77.2
2010,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2011,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2012,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2017,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,5,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2009,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,77.2
2010,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,82.82
2011,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2012,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2017,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2019,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2020,6,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2007,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,68.6
2008,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,21,21,10,72.6
2010,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,80.4
2011,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,86.2
2012,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,95.8
2015,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,10,112.8
2017,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
2018,7,INST. DE-ARTE IDA SCLN 406 BL. A LJ 32,198137,A05S117901,0,0,0,0.0
